"Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Season"
"Jon Koncak","C",26,"ATL",54,28,18.1,1.4,2.4,0.614,0,0,0,1.4,2.3,0.619,0.614,0.8,1.5,0.532,1.1,3.1,4.2,0.4,0.7,0.6,0.9,3.4,3.7,"1989-1990"
"Frank Kornet","PF",23,"MIL",57,0,7.7,0.7,2,0.368,0.1,0.4,0.25,0.6,1.6,0.394,0.39,0.4,0.7,0.615,0.4,0.8,1.2,0.4,0.2,0.1,0.4,0.9,2,"1989-1990"
"Larry Krystkowiak","PF",25,"MIL",16,7,23.8,2.7,7.4,0.364,0,0.1,0,2.7,7.3,0.371,0.364,1.6,2.1,0.788,1,3.8,4.8,1.6,0.6,0.1,1.2,2.6,7,"1989-1990"
"Bill Laimbeer","C",32,"DET",81,81,33,4.7,9.7,0.484,0.7,2,0.361,4,7.7,0.515,0.52,2,2.4,0.854,2,7.6,9.6,2.1,0.7,1,1.2,3.4,12.1,"1989-1990"
"Jerome Lane","PF",23,"DEN",67,46,14.3,2.2,4.6,0.469,0,0.1,0,2.2,4.5,0.477,0.469,0.7,1.8,0.367,2.1,3.2,5.4,1.6,0.8,0.3,1.3,2.8,5,"1989-1990"
"Andrew Lang","C",23,"PHO",74,0,13.7,1.3,2.4,0.557,0,0,0,1.3,2.4,0.557,0.557,0.9,1.3,0.653,1.1,2.5,3.7,0.3,0.3,1.8,0.6,2.3,3.5,"1989-1990"
"Jeff Lebo","SG",23,"SAS",4,0,8,0.5,1.8,0.286,0,0,0,0.5,1.8,0.286,0.286,0.5,0.5,1,0.5,0.5,1,0.8,0.5,0,0.3,1.8,1.5,"1989-1990"
"Eric Leckner","C",23,"UTA",77,0,9.9,1.6,2.9,0.563,0,0,0,1.6,2.9,0.563,0.563,1.1,1.4,0.743,0.6,1.9,2.5,0.2,0.2,0.3,0.8,2,4.3,"1989-1990"
"Tim Legler","SG",23,"PHO",11,0,7.5,1,2.6,0.379,0,0.1,0,1,2.5,0.393,0.379,0.5,0.5,1,0.4,0.4,0.7,0.5,0.2,0,0.4,1.1,2.5,"1989-1990"
"Gary Leonard","C",22,"MIN",22,0,5.8,0.6,1.4,0.419,0,0,0,0.6,1.4,0.433,0.419,0.3,0.6,0.429,0.5,0.8,1.2,0,0.1,0.4,0.4,1.2,1.5,"1989-1990"
"Jim Les","PG",26,"TOT",7,0,13.1,0.7,2,0.357,0,0.1,0,0.7,1.9,0.385,0.357,1.9,2.4,0.765,0.4,0.6,1,3,0.4,0,1.4,1.3,3.3,"1989-1990"
"Jim Les","PG",26,"UTA",1,0,6,0,0,0,0,0,0,0,0,0,0,2,4,0.5,0,0,0,1,0,0,3,3,2,"1989-1990"
"Jim Les","PG",26,"LAC",6,0,14.3,0.8,2.3,0.357,0,0.2,0,0.8,2.2,0.385,0.357,1.8,2.2,0.846,0.5,0.7,1.2,3.3,0.5,0,1.2,1,3.5,"1989-1990"
"Clifford Lett","PG",24,"CHI",4,0,7,0.5,2,0.25,0,0,0,0.5,2,0.25,0.25,0,0,0,0,0,0,0.3,0,0,0.5,2,1,"1989-1990"
"Fat Lever","SG",29,"DEN",79,79,35.8,7.2,16.2,0.443,0.5,1.1,0.414,6.7,15.1,0.445,0.457,3.4,4.3,0.804,2.9,6.4,9.3,6.5,2.1,0.2,2,2.2,18.3,"1989-1990"
"Cliff Levingston","PF",29,"ATL",75,5,22.7,2.9,5.7,0.509,0,0.1,0.2,2.9,5.6,0.513,0.511,1.1,1.6,0.68,1.5,2.7,4.3,1.1,0.7,0.5,0.7,2.9,6.9,"1989-1990"
"Ralph Lewis","SG",26,"TOT",7,0,3.7,0.6,1,0.571,0,0,0,0.6,1,0.571,0.571,0.3,0.3,1,0.6,0.3,0.9,0,0.1,0,0.3,0.4,1.4,"1989-1990"
"Ralph Lewis","SG",26,"DET",4,0,1.5,0,0.3,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0,"1989-1990"
"Ralph Lewis","SG",26,"CHH",3,0,6.7,1.3,2,0.667,0,0,0,1.3,2,0.667,0.667,0.7,0.7,1,1.3,0.7,2,0,0.3,0,0.3,0.7,3.3,"1989-1990"
"Reggie Lewis","SG",24,"BOS",79,54,31.9,6.8,13.8,0.496,0.1,0.2,0.267,6.8,13.6,0.499,0.498,3.2,4,0.808,1.4,3,4.4,2.8,1.1,0.8,1.5,2.7,17,"1989-1990"
"Todd Lichti","SG",23,"DEN",79,4,16.8,3.2,6.5,0.486,0,0.2,0,3.2,6.3,0.5,0.486,1.6,2.2,0.747,0.6,1.3,1.9,1.5,0.7,0.2,1.2,1.8,8,"1989-1990"
"Alton Lister","C",31,"GSW",3,0,13.3,1.3,2.7,0.5,0,0.3,0,1.3,2.3,0.571,0.5,1.3,2.3,0.571,1.7,1,2.7,0.7,0.3,0,0,2.7,4,"1989-1990"
"Lewis Lloyd","SG",30,"TOT",21,0,5.9,1.4,2.5,0.566,0,0,0,1.4,2.5,0.566,0.566,0.4,0.8,0.563,0.4,0.5,0.9,0.5,0.1,0,1,0.6,3.3,"1989-1990"
"Lewis Lloyd","SG",30,"PHI",2,0,5,0.5,1,0.5,0,0,0,0.5,1,0.5,0.5,0,0,0,0,0,0,0,0,0,2,1.5,1,"1989-1990"
"Lewis Lloyd","SG",30,"HOU",19,0,5.9,1.5,2.7,0.569,0,0,0,1.5,2.7,0.569,0.569,0.5,0.8,0.563,0.4,0.5,0.9,0.6,0.2,0,0.8,0.5,3.5,"1989-1990"
"Brad Lohaus","PF",25,"TOT",80,41,24.3,3.8,8.3,0.46,0.6,1.7,0.343,3.2,6.6,0.49,0.495,0.9,1.3,0.728,1.2,3.8,5,2.1,0.7,1.1,1.4,2.6,9.2,"1989-1990"
"Brad Lohaus","PF",25,"MIN",28,24,21.1,3.4,7.2,0.465,0,0.6,0.063,3.3,6.6,0.5,0.468,0.8,0.9,0.808,0.8,3.2,3.9,2.2,0.5,0.8,1.6,2.4,7.5,"1989-1990"
"Brad Lohaus","PF",25,"MIL",52,17,26,4.1,8.9,0.458,0.9,2.3,0.38,3.2,6.5,0.485,0.508,1,1.5,0.701,1.5,4.1,5.5,2,0.8,1.3,1.2,2.8,10,"1989-1990"
"Grant Long","PF",23,"MIA",81,31,22.9,3.2,6.6,0.483,0,0,0,3.2,6.5,0.486,0.483,2.1,3,0.714,1.9,3,5,1.2,1.1,0.5,1.7,3.7,8.5,"1989-1990"
"John Long","SG",33,"ATL",48,19,21.5,3.6,8,0.453,0.2,0.6,0.345,3.4,7.4,0.462,0.466,1,1.1,0.836,0.5,1.2,1.7,1.8,0.9,0.1,1.6,1.4,8.4,"1989-1990"
"Sidney Lowe","PG",30,"MIN",80,38,21.8,0.9,2.9,0.319,0,0.1,0.222,0.9,2.8,0.323,0.323,0.5,0.7,0.722,0.5,1.5,2,4.2,0.9,0.1,0.8,1.4,2.3,"1989-1990"
"John Lucas","PG",36,"HOU",49,18,19.1,2.2,5.9,0.375,0.5,1.8,0.299,1.7,4.2,0.407,0.419,0.9,1.1,0.764,0.4,1.4,1.8,4.9,0.9,0,1.7,1.2,5.8,"1989-1990"
"Rick Mahorn","PF",31,"PHI",75,66,30.3,4.2,8.4,0.497,0,0.1,0.222,4.1,8.3,0.501,0.498,2.4,3.4,0.715,2.2,5.3,7.6,1.3,0.6,1.4,1.4,3.3,10.8,"1989-1990"
"Dan Majerle","SG",24,"PHO",73,23,30.7,4.1,9.6,0.424,0.3,1.1,0.238,3.8,8.5,0.448,0.438,2.7,3.6,0.762,2,3.9,5.9,2.6,1.4,0.4,1.1,2.4,11.1,"1989-1990"
"Jeff Malone","SG",28,"WSB",75,74,34.2,10.4,21.2,0.491,0,0.1,0.167,10.4,21.1,0.492,0.491,3.4,3.9,0.877,0.7,2,2.7,3.2,0.6,0.1,1.7,1.5,24.3,"1989-1990"
"Karl Malone*","PF",26,"UTA",82,82,38.1,11.1,19.8,0.562,0.2,0.5,0.372,11,19.3,0.567,0.567,8.5,11.1,0.762,2.8,8.3,11.1,2.8,1.5,0.6,3.7,3.2,31,"1989-1990"
"Moses Malone*","C",34,"ATL",81,81,33.8,6.4,13.3,0.48,0,0.1,0.111,6.4,13.2,0.483,0.481,6.1,7.8,0.781,4.5,5.5,10,1.6,0.6,1,2.9,2,18.9,"1989-1990"
"Danny Manning","PF",23,"LAC",71,42,32,6.2,11.6,0.533,0,0.1,0,6.2,11.6,0.536,0.533,3.9,5.2,0.741,2,3.9,5.9,2.6,1.3,0.5,2.6,3.7,16.3,"1989-1990"
"Roy Marble","SG",23,"ATL",24,0,6.8,0.7,2.4,0.276,0,0.1,0,0.7,2.3,0.286,0.276,0.8,1.2,0.655,0.6,0.4,1,0.5,0.3,0,0.6,0.7,2.1,"1989-1990"
"Sarunas Marciulionis*","SG",25,"GSW",75,3,22.6,3.9,7.4,0.519,0.1,0.5,0.256,3.7,6.9,0.539,0.528,4.2,5.4,0.787,1.1,1.8,2.9,1.6,1.3,0.1,1.8,3.1,12.1,"1989-1990"
"Jeff Martin","SG",23,"LAC",69,23,19.6,2.5,6,0.411,0,0.2,0.133,2.4,5.8,0.421,0.413,1.3,1.9,0.705,1.1,1.2,2.3,0.6,0.6,0.2,0.7,1.4,6.3,"1989-1990"
"Anthony Mason","PF",23,"NJN",21,0,5.1,0.7,1.9,0.35,0,0,0,0.7,1.9,0.35,0.35,0.4,0.7,0.6,0.5,1.1,1.6,0.3,0.1,0.1,0.5,1,1.8,"1989-1990"
"Wes Matthews","PG",30,"ATL",1,0,13,1,3,0.333,0,1,0,1,2,0.5,0.333,2,2,1,0,0,0,5,0,0,0,0,4,"1989-1990"
"Vernon Maxwell","SG",24,"TOT",79,12,25.2,3.5,7.9,0.439,0.4,1.3,0.267,3.1,6.6,0.473,0.461,1.7,2.7,0.645,0.6,2.3,2.9,3.7,1.1,0.1,1.8,1.9,9,"1989-1990"
"Vernon Maxwell","SG",24,"SAS",49,2,22.8,2.7,6.2,0.435,0.3,1.1,0.288,2.4,5.2,0.465,0.459,1.2,1.9,0.621,0.7,2.2,2.9,3,0.9,0.1,1.4,1.6,6.9,"1989-1990"
"Vernon Maxwell","SG",24,"HOU",30,10,29,4.7,10.7,0.442,0.4,1.8,0.245,4.3,8.9,0.481,0.463,2.6,3.9,0.664,0.5,2.4,2.9,5,1.4,0.2,2.4,2.3,12.5,"1989-1990"
"Bob McCann","SF",25,"DAL",10,0,6.2,0.7,2.1,0.333,0,0,0,0.7,2.1,0.333,0.333,1.2,1.4,0.857,0.4,0.8,1.2,0.6,0.2,0.2,0.6,0.7,2.6,"1989-1990"
"Mel McCants","SF",22,"LAL",13,0,5,0.6,2,0.308,0,0,0,0.6,2,0.308,0.308,0.5,0.6,0.75,0.1,0.4,0.5,0.2,0.2,0.1,0.1,0.8,1.7,"1989-1990"
"George McCloud","SF",22,"IND",44,0,9.4,1,3.3,0.313,0.3,0.9,0.325,0.7,2.4,0.308,0.358,0.3,0.4,0.789,0.3,0.7,1,1,0.4,0.1,0.8,1.3,2.7,"1989-1990"
"Tim McCormick","C",27,"HOU",18,0,6.4,0.6,1.6,0.345,0,0,0,0.6,1.6,0.345,0.345,0.6,1.1,0.526,0.4,1.1,1.5,0.2,0.2,0.1,0.6,1.3,1.7,"1989-1990"
"Rodney McCray","SF",28,"SAC",82,82,39.5,6.5,12.7,0.515,0.1,0.5,0.262,6.4,12.2,0.525,0.52,3.3,4.2,0.784,2.3,5.8,8.2,4.6,0.7,0.9,2.1,2.1,16.6,"1989-1990"
"Xavier McDaniel","SF",26,"SEA",69,67,35.2,8.9,17.9,0.496,0.1,0.2,0.294,8.8,17.6,0.498,0.498,3.5,4.8,0.733,2.4,4.1,6.5,2.5,1.1,0.5,2.7,3.3,21.3,"1989-1990"
"Mike McGee","SF",30,"PHO",14,7,20,3,6.2,0.483,0.6,1.6,0.348,2.4,4.6,0.531,0.529,0.7,1.5,0.476,0.8,1.8,2.6,1.1,0.6,0.1,1,2,7.3,"1989-1990"
"Kevin McHale*","PF",32,"BOS",82,25,33.2,7.9,14.4,0.549,0.3,0.8,0.333,7.6,13.6,0.562,0.558,4.8,5.4,0.893,2.5,5.8,8.3,2.1,0.4,1.9,2.2,3,20.9,"1989-1990"
"Derrick McKey","SF",23,"SEA",80,80,34.4,5.9,11.9,0.493,0,0.3,0.13,5.8,11.6,0.502,0.495,3.9,5,0.782,2.1,4,6.1,2.3,1.1,1,2.4,3.1,15.7,"1989-1990"
"Carlton McKinney","SG",25,"LAC",7,0,14.9,1.1,4.6,0.25,0,0.1,0,1.1,4.4,0.258,0.25,0.3,0.6,0.5,0.6,1.1,1.7,1,0.9,0.1,1,2.1,2.6,"1989-1990"
"Nate McMillan","SG",25,"SEA",82,69,28.5,2.5,5.3,0.473,0.1,0.4,0.355,2.4,5,0.482,0.485,1.2,1.9,0.641,1.5,3.4,4.9,7.3,1.7,0.5,2.3,3.5,6.4,"1989-1990"
"Mark McNamara","C",30,"LAL",33,1,5.8,1.2,2.6,0.442,0,0,0,1.2,2.6,0.442,0.442,0.8,1.2,0.65,0.7,1.2,1.9,0.1,0.1,0,0.6,0.9,3.1,"1989-1990"
"Scott Meents","PF",26,"SEA",26,0,5.7,0.7,1.7,0.432,0,0,0,0.7,1.7,0.432,0.432,0.7,0.9,0.739,0.3,0.9,1.2,0.3,0.2,0.1,0.3,0.5,2.1,"1989-1990"
"Reggie Miller*","SG",24,"IND",82,82,38.9,8.1,15.7,0.514,1.8,4.4,0.414,6.2,11.3,0.552,0.572,6.6,7.6,0.868,1.2,2.4,3.6,3.8,1.3,0.2,2.7,2.1,24.6,"1989-1990"
"Sam Mitchell","PF",26,"MIN",80,30,30.2,4.7,10.4,0.446,0,0.1,0,4.7,10.3,0.451,0.446,3.4,4.4,0.768,2.3,3.5,5.8,1.1,0.8,0.7,1.2,3.8,12.7,"1989-1990"
"Paul Mokeski","C",33,"CLE",38,1,11.8,1.7,3.9,0.42,0,0,0,1.7,3.9,0.423,0.42,0.7,0.9,0.694,0.7,1.9,2.6,0.4,0.2,0.3,0.7,2,4,"1989-1990"
"Johnny Moore","PG",31,"SAS",53,8,9.7,0.9,2.4,0.373,0.2,0.6,0.235,0.7,1.7,0.424,0.405,0.3,0.5,0.593,0.3,0.7,1,1.5,0.6,0.1,0.7,1,2.2,"1989-1990"
"Chris Morris","SF",24,"NJN",80,76,30.6,5.6,13.3,0.422,0.8,2.4,0.316,4.9,10.9,0.445,0.45,2.9,4,0.722,2.4,2.9,5.3,1.8,1.6,1,2.3,2.7,14.8,"1989-1990"
"Mike Morrison","SG",22,"PHO",36,1,4.3,0.6,1.9,0.338,0.1,0.2,0.286,0.6,1.7,0.344,0.353,0.7,0.8,0.8,0.2,0.4,0.6,0.3,0.1,0,0.6,0.6,2,"1989-1990"
"John Morton","SG",22,"CLE",37,3,10.9,1.3,4.4,0.298,0.2,0.8,0.233,1.1,3.5,0.313,0.32,1.2,1.7,0.694,0.2,0.7,0.9,1.8,0.5,0.1,1.4,0.8,3.9,"1989-1990"
"Chris Mullin*","SF",26,"GSW",78,78,36.3,8.7,16.3,0.536,1.1,3,0.372,7.6,13.3,0.573,0.57,6.5,7.3,0.889,1.7,4.3,5.9,4.1,1.6,0.6,3.1,1.8,25.1,"1989-1990"
"Tod Murphy","C",26,"MIN",82,59,30.4,3.2,6.7,0.471,0.2,0.5,0.372,3,6.2,0.479,0.486,1.8,2.5,0.709,2.5,4.4,6.9,1.3,0.9,0.7,0.7,2.8,8.3,"1989-1990"
"Pete Myers","SG",26,"TOT",52,2,14.4,1.7,4.3,0.396,0,0.1,0,1.7,4.2,0.408,0.396,1.3,1.9,0.66,0.6,1.2,1.8,2.6,0.7,0.2,1.5,2.1,4.7,"1989-1990"
"Pete Myers","SG",26,"NYK",24,0,8.7,0.6,1.9,0.333,0,0,0,0.6,1.8,0.341,0.333,0.7,1.3,0.516,0.4,0.8,1.2,1.5,0.6,0.1,0.8,1.6,1.9,"1989-1990"
"Pete Myers","SG",26,"NJN",28,2,19.4,2.6,6.4,0.411,0,0.2,0,2.6,6.2,0.425,0.411,1.8,2.5,0.725,0.8,1.6,2.4,3.6,0.7,0.3,2.1,2.5,7.1,"1989-1990"
"Larry Nance","PF",30,"CLE",62,53,33.3,6.6,13,0.511,0,0,1,6.6,13,0.51,0.511,3,3.9,0.778,2.6,5.7,8.3,2.6,0.9,2,1.8,3,16.3,"1989-1990"
"Calvin Natt","SF",33,"IND",14,0,11.7,1.4,2.2,0.645,0,0,0,1.4,2.2,0.645,0.645,1.2,1.6,0.773,0.7,1.8,2.5,0.6,0.1,0,0.4,1,4.1,"1989-1990"
"Ed Nealy","PF",29,"CHI",46,0,10.9,0.8,1.5,0.529,0,0,0,0.8,1.5,0.544,0.529,0.7,0.9,0.732,1,2,3,0.6,0.3,0.1,0.4,1.5,2.3,"1989-1990"
"Chuck Nevitt","C",30,"HOU",3,0,3,0.7,0.7,1,0,0,0,0.7,0.7,1,1,0,0,0,0,1,1,0.3,0,0.3,0.7,1,1.3,"1989-1990"
"Johnny Newman","SF",26,"NYK",80,69,28.5,4.7,9.8,0.476,0.6,1.8,0.317,4.1,8.1,0.511,0.504,3,3.7,0.799,0.8,1.6,2.4,2.3,1.2,0.3,1.8,3.2,12.9,"1989-1990"
"Kurt Nimphius","C",31,"PHI",38,1,8.3,1,2.4,0.418,0,0,0,1,2.4,0.422,0.418,0.4,0.8,0.467,0.6,1,1.6,0.2,0.1,0.5,0.3,1.2,2.4,"1989-1990"
"Dyron Nix","SF",22,"IND",20,0,5.5,0.7,2,0.359,0,0,0,0.7,2,0.359,0.359,0.6,0.8,0.688,0.4,0.9,1.3,0.3,0.2,0.1,0.4,0.8,2,"1989-1990"
"Ken Norman","SF",25,"LAC",70,64,33.3,6.9,13.6,0.51,0.1,0.2,0.438,6.8,13.3,0.511,0.514,2.2,3.5,0.632,2,4.7,6.7,2.3,1.1,0.8,2.7,2.8,16.1,"1989-1990"
"Charles Oakley","PF",26,"NYK",61,61,36,5.5,10.5,0.524,0,0,0,5.5,10.5,0.527,0.524,3.6,4.7,0.761,4.2,7.7,11.9,2.4,1,0.3,2.7,3.6,14.6,"1989-1990"
"Hakeem Olajuwon*","C",27,"HOU",82,82,38.1,9.8,19.6,0.501,0,0.1,0.167,9.8,19.5,0.502,0.501,4.7,6.5,0.713,3.6,10.4,14,2.9,2.1,4.6,3.9,3.8,24.3,"1989-1990"
"Jawann Oldham","C",32,"TOT",6,0,7.5,0.5,1,0.5,0,0,0,0.5,1,0.5,0.5,0.5,1.2,0.429,0.7,2,2.7,0.2,0.3,0.5,0.7,1.5,1.5,"1989-1990"
"Jawann Oldham","C",32,"ORL",3,0,12,0.3,1,0.333,0,0,0,0.3,1,0.333,0.333,0.7,1.7,0.4,1.3,3.7,5,0,0.7,1,1,2,1.3,"1989-1990"
"Jawann Oldham","C",32,"LAL",3,0,3,0.7,1,0.667,0,0,0,0.7,1,0.667,0.667,0.3,0.7,0.5,0,0.3,0.3,0.3,0,0,0.3,1,1.7,"1989-1990"
"Jose Ortiz","PF",26,"UTA",13,0,4.9,1.5,3.2,0.452,0.1,0.2,0.5,1.4,3.1,0.45,0.464,0.2,0.4,0.6,0.6,0.5,1.2,0.5,0.2,0.1,0.4,1.2,3.2,"1989-1990"
"Robert Parish*","C",36,"BOS",79,78,30.3,6.4,11,0.58,0,0,0,6.4,11,0.58,0.58,2.9,3.9,0.747,3.3,6.8,10.1,1.3,0.5,0.9,2.1,2.4,15.7,"1989-1990"
"Zarko Paspalj","SF",23,"SAS",28,1,6.5,1,2.8,0.342,0,0,0,1,2.8,0.346,0.342,0.6,0.8,0.818,0.5,0.5,1.1,0.4,0.1,0.3,0.8,1.3,2.6,"1989-1990"
"Jim Paxson","PG",32,"BOS",72,25,17.8,2.7,5.9,0.453,0.1,0.3,0.25,2.6,5.6,0.463,0.459,1,1.3,0.811,0.3,0.7,1.1,1.9,0.5,0.1,0.8,1.6,6.4,"1989-1990"
"John Paxson","PG",29,"CHI",82,82,28.8,4.5,8.6,0.516,0.4,1.1,0.359,4,7.5,0.539,0.539,0.7,0.8,0.824,0.3,1.1,1.5,4.1,1,0.1,1,2.1,10,"1989-1990"
"Kenny Payne","SF",23,"PHI",35,4,6.2,1.3,3.1,0.435,0.1,0.3,0.4,1.2,2.8,0.439,0.454,0.5,0.5,0.889,0.3,0.4,0.7,0.3,0.2,0.2,0.6,1.1,3.3,"1989-1990"
"Will Perdue","C",24,"CHI",77,11,11.5,1.4,3.5,0.414,0,0.1,0,1.4,3.4,0.422,0.414,0.9,1.4,0.692,1.1,1.6,2.8,0.6,0.2,0.3,0.8,1.9,3.8,"1989-1990"
"Sam Perkins","SF",28,"DAL",76,70,35.1,5.7,11.6,0.493,0.1,0.4,0.214,5.6,11.3,0.502,0.496,4.3,5.6,0.778,2.8,4.8,7.5,2.3,1.2,0.8,1.9,3,15.9,"1989-1990"
"Tim Perry","C",24,"PHO",60,18,10.2,1.7,3.3,0.513,0,0,1,1.7,3.2,0.51,0.515,0.9,1.5,0.589,1.3,1.2,2.5,0.3,0.4,0.4,0.8,1.3,4.2,"1989-1990"
"Chuck Person","SF",25,"IND",77,73,35.2,7.9,16.1,0.487,1.2,3.3,0.372,6.6,12.8,0.517,0.525,2.7,3.5,0.781,1.6,4.1,5.8,3,0.7,0.3,2.2,2.8,19.7,"1989-1990"
"Jim Petersen","C",27,"GSW",43,19,13.8,1.4,3.3,0.426,0,0,0,1.4,3.3,0.429,0.426,1.2,1.7,0.712,1.1,2.6,3.7,0.5,0.4,0.5,0.8,2.4,4,"1989-1990"
"Drazen Petrovic*","SG",25,"POR",77,0,12.6,2.7,5.5,0.485,0.4,1,0.459,2.2,4.6,0.49,0.525,1.8,2.1,0.844,0.6,0.8,1.4,1.5,0.3,0,1.2,1.7,7.6,"1989-1990"
"Ricky Pierce","SG",30,"MIL",59,0,29,8.5,16.7,0.51,0.8,2.3,0.346,7.7,14.5,0.535,0.533,5.2,6.2,0.839,1.1,1.7,2.8,2.3,0.8,0.1,2.2,2.7,23,"1989-1990"
"Ed Pinckney","PF",26,"BOS",77,50,14.1,1.8,3.2,0.542,0,0,0,1.8,3.2,0.544,0.542,1.2,1.5,0.773,1.2,1.7,2.9,0.9,0.4,0.5,0.7,1.6,4.7,"1989-1990"
"Scottie Pippen*","SF",24,"CHI",82,82,38.4,6.9,14,0.489,0.3,1.4,0.25,6.5,12.7,0.514,0.501,2.4,3.6,0.675,1.8,4.8,6.7,5.4,2.6,1.2,3.4,3.6,16.5,"1989-1990"
"Olden Polynice","C",25,"SEA",79,7,13.7,2,3.7,0.54,0,0,0.5,2,3.6,0.54,0.542,0.6,1.3,0.475,1.6,2.2,3.8,0.2,0.3,0.3,0.4,2.4,4.6,"1989-1990"
"Terry Porter","PG",26,"POR",80,80,34.8,5.6,12.1,0.462,1.1,3,0.374,4.5,9.1,0.491,0.508,5.3,5.9,0.892,0.7,2.7,3.4,9.1,1.9,0.1,3.1,1.9,17.6,"1989-1990"
"Paul Pressey","SG",31,"MIL",57,2,24.6,4.2,8.9,0.472,0.1,0.8,0.14,4.1,8.1,0.503,0.478,2.5,3.3,0.758,1,2,3,4.3,1.2,0.4,1.9,2.6,11,"1989-1990"
"Harold Pressley","SF",26,"SAC",72,10,22.3,3.3,7.9,0.424,0.6,2.1,0.311,2.7,5.8,0.464,0.465,1.5,2,0.78,1.3,3,4.3,2.1,0.8,0.5,1.2,2.1,8.8,"1989-1990"
"Mark Price","PG",25,"CLE",73,73,37.1,6.7,14.6,0.459,2.1,5.1,0.406,4.6,9.5,0.487,0.53,4.1,4.6,0.888,0.9,2.5,3.4,9.1,1.6,0.1,2.9,1.2,19.6,"1989-1990"
"Brian Quinnett","SG",23,"NYK",31,0,6.2,0.6,1.9,0.328,0,0.1,0,0.6,1.8,0.339,0.328,0.1,0.1,0.667,0.3,0.6,0.9,0.4,0.1,0.1,0.1,0.9,1.3,"1989-1990"
"Kurt Rambis","PF",31,"TOT",74,61,25.7,2.6,5,0.509,0,0,0,2.6,5,0.514,0.509,1.1,1.7,0.646,2.1,5,7.1,1.8,1.4,0.5,1.4,2.8,6.2,"1989-1990"
"Kurt Rambis","PF",31,"CHH",16,16,28,3.6,7.3,0.5,0,0.1,0,3.6,7.2,0.504,0.5,1.9,3.4,0.545,3,4.5,7.5,1.8,2,0.6,1.8,2.8,9.1,"1989-1990"
"Kurt Rambis","PF",31,"PHO",58,45,25.1,2.3,4.4,0.514,0,0,0,2.3,4.4,0.518,0.514,0.9,1.2,0.722,1.9,5.1,7,1.8,1.2,0.5,1.3,2.8,5.4,"1989-1990"
"Blair Rasmussen","C",27,"DEN",81,55,24.6,5.5,11,0.497,0,0,0,5.5,11,0.498,0.497,1.4,1.7,0.828,2.1,5.2,7.3,1,0.5,1.3,0.9,3.7,12.4,"1989-1990"
"J.R. Reid","C",21,"CHH",82,82,33.6,4.4,9.9,0.44,0,0.1,0,4.4,9.9,0.443,0.44,2.3,3.5,0.664,2.4,6,8.4,1.2,1.1,0.7,2.1,3.6,11.1,"1989-1990"
"Robert Reid","SF",34,"TOT",72,28,16.7,2.4,6.2,0.391,0.1,0.4,0.313,2.3,5.8,0.398,0.403,0.8,1.2,0.628,0.5,1.6,2.1,1.3,0.5,0.2,0.6,2.1,5.8,"1989-1990"
"Robert Reid","SF",34,"POR",12,1,7.1,1.1,2.8,0.394,0.1,0.3,0.333,1,2.5,0.4,0.409,0.3,0.7,0.5,0.1,0.6,0.7,0.7,0.2,0.2,0.1,1.4,2.6,"1989-1990"
"Robert Reid","SF",34,"CHH",60,27,18.6,2.7,6.9,0.391,0.2,0.5,0.31,2.6,6.4,0.397,0.402,0.8,1.3,0.641,0.6,1.8,2.4,1.4,0.6,0.2,0.7,2.3,6.4,"1989-1990"
"Jerry Reynolds","SF",27,"ORL",67,40,27.1,4.6,11.1,0.417,0,0.2,0.071,4.6,10.9,0.424,0.418,3.6,4.8,0.742,1.4,3.5,4.8,2.7,1.4,1,2.1,2.4,12.8,"1989-1990"
"Glen Rice","SF",22,"MIA",77,60,30,6.1,13.9,0.439,0.2,0.9,0.246,5.9,13,0.452,0.447,1.2,1.6,0.734,1.3,3.3,4.6,1.8,0.9,0.4,1.5,2.6,13.6,"1989-1990"
"Pooh Richardson","PG",23,"MIN",82,48,31.5,5.2,11.3,0.461,0.3,1,0.277,4.9,10.3,0.479,0.473,0.8,1.3,0.589,0.7,2,2.6,6.8,1.6,0.3,1.7,1.7,11.4,"1989-1990"
"Mitch Richmond*","SG",24,"GSW",78,78,35.9,8.2,16.5,0.497,0.4,1.2,0.358,7.8,15.3,0.508,0.51,5.2,6,0.866,1.3,3.4,4.6,2.9,1.3,0.3,2.6,2.7,22.1,"1989-1990"
"David Rivers","PG",25,"LAC",52,11,13.9,1.5,3.8,0.406,0,0.1,0,1.5,3.7,0.417,0.406,1.1,1.5,0.756,0.6,1.1,1.6,3,0.6,0,1.7,1,4.2,"1989-1990"
"Doc Rivers","PG",28,"ATL",48,44,31.8,4.5,10,0.454,0.5,1.4,0.364,4,8.6,0.469,0.479,2.9,3.5,0.812,1,3.2,4.2,5.5,2.4,0.5,2,3.1,12.5,"1989-1990"
"Fred Roberts","PF",29,"MIL",82,66,27.3,4,8.1,0.495,0,0.1,0.182,4,8,0.501,0.497,2.4,3,0.783,1.3,2.5,3.8,1.8,0.7,0.3,1.6,2.6,10.5,"1989-1990"
